Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/01/2021,07/02/2021,Amazon Digit*293OH0M11,Shopping,Sale,-0.85,
06/30/2021,07/02/2021,Amazon.com,Shopping,Return,21.71,
06/28/2021,06/29/2021,Amazon.com*217J10222,Shopping,Sale,-21.71,
06/28/2021,06/29/2021,AMZN Mktp US*217X212M2,Shopping,Sale,-9.68,
06/27/2021,06/29/2021,AMZN Mktp US*2991R8TC1,Shopping,Sale,-50.44,
06/26/2021,06/28/2021,AMZN Mktp US*210AG0770,Shopping,Sale,-19.07,
06/26/2021,06/28/2021,AMZN Mktp US*2104Y6Q72,Shopping,Sale,-21.19,
06/25/2021,06/27/2021,AMZN Mktp US*218TJ7S30,Shopping,Sale,-36.02,
06/26/2021,06/27/2021,Amazon.com*2916B3N41,Shopping,Sale,-78.53,
06/25/2021,06/27/2021,PETCO 1762    63517627,Shopping,Sale,-342.13,
06/25/2021,06/27/2021,Amazon.com*219PR8250,Shopping,Sale,-6.34,
06/24/2021,06/25/2021,AMZN Mktp US*219BG3XX2,Shopping,Sale,-16.95,
06/23/2021,06/24/2021,AMZN Mktp US*215RW7RY1,Shopping,Sale,-13.77,
06/22/2021,06/24/2021,Amazon Tips*2105U90C2,Shopping,Sale,-3.00,
06/23/2021,06/23/2021,Payment Thank You-Mobile,,Payment,1437.88,
06/22/2021,06/23/2021,Amazon.com*213U34A02,Shopping,Sale,-14.83,
06/22/2021,06/22/2021,LATE FEE,Fees & Adjustments,Fee,-28.00,
06/21/2021,06/22/2021,Amazon.com*212IY7JV2,Groceries,Sale,-110.03,
06/20/2021,06/21/2021,Amazon.com*215GV7ZQ2,Shopping,Sale,-13.48,
06/17/2021,06/18/2021,AMZN Mktp US*213NK6V71,Shopping,Sale,-9.53,
06/16/2021,06/17/2021,Amazon.com*2X6ZJ0RI2,Shopping,Sale,-21.71,
06/15/2021,06/17/2021,Amazon Tips*214ZM5181,Shopping,Sale,-2.00,
06/14/2021,06/15/2021,Amazon.com*2X1OB7SH2,Shopping,Sale,-21.19,
06/14/2021,06/15/2021,Amazon.com*214BR5T51,Groceries,Sale,-77.22,
06/13/2021,06/15/2021,Amazon.com*210SX53L1,Shopping,Sale,-7.73,
06/14/2021,06/15/2021,AMZN Mktp US*2X9CH89N0,Shopping,Sale,-8.47,
06/11/2021,06/14/2021,RANAZUL,Food & Drink,Sale,-127.00,
06/11/2021,06/13/2021,AMZN Mktp US*2X6KM6BU0,Shopping,Sale,-26.46,
06/10/2021,06/13/2021,Amazon.com*2X6I37M20,Shopping,Sale,-8.47,
06/12/2021,06/13/2021,Amazon.com*2154C7L11,Shopping,Sale,-11.65,
06/10/2021,06/11/2021,AMZN Mktp US*2X68N6X40,Shopping,Sale,-24.36,
06/09/2021,06/10/2021,AMZN Mktp US*2X0279A92,Shopping,Sale,-7.41,
06/09/2021,06/10/2021,AMZN Mktp US*2X83U2711,Shopping,Sale,-21.15,
06/07/2021,06/09/2021,EXXONMOBIL    47866793,Gas,Sale,-40.35,
06/08/2021,06/09/2021,AMZN Mktp US*2X4TG5JN2,Shopping,Sale,-9.99,
06/08/2021,06/09/2021,Amazon.com*2X6TG6JW2,Shopping,Sale,-25.74,
06/08/2021,06/09/2021,Amazon Tips*2X3KK52I1,Shopping,Sale,-3.00,
06/07/2021,06/08/2021,AMZN Mktp US*2X1AX1T90,Shopping,Sale,-6.08,
06/07/2021,06/08/2021,Amazon.com*2X38H1631,Groceries,Sale,-120.83,
06/07/2021,06/08/2021,AMZN Mktp US*2X7ZE76C1,Shopping,Sale,-41.51,
06/08/2021,06/08/2021,Offer:Amazon (Digital,Fees & Adjustments,Adjustment,0.17,
06/07/2021,06/08/2021,Prime Video*2X6790L92,Shopping,Sale,-2.64,
06/04/2021,06/07/2021,SHILLA BAKERY,Food & Drink,Sale,-9.54,
06/04/2021,06/07/2021,KIM BAB NA  RA,Food & Drink,Sale,-30.26,
06/06/2021,06/06/2021,GONGCHADMV.COM,Food & Drink,Sale,-9.89,
06/03/2021,06/04/2021,Amazon Prime,Bills & Utilities,Return,73.78,
06/03/2021,06/04/2021,Amazon.com*2X46L1O60,Shopping,Sale,-8.99,
06/03/2021,06/04/2021,AMZN Mktp US*2X3HF0CO0,Shopping,Sale,-19.07,
06/03/2021,06/04/2021,AMZN Mktp US*2X27Q3GF1,Shopping,Sale,-37.61,
06/02/2021,06/03/2021,AMZN Mktp US*2R2DS2752,Shopping,Sale,-12.67,
06/01/2021,06/02/2021,Amazon.com*2R7PA8IZ0,Shopping,Sale,-9.05,
06/01/2021,06/02/2021,Amazon Tips*2R5KK2I40,Shopping,Sale,-3.00,
05/31/2021,06/01/2021,Amazon.com*2X1FP4J21,Groceries,Sale,-121.16,
05/31/2021,06/01/2021,Amazon Digit*2R9H19D22,Shopping,Sale,-0.85,
05/28/2021,05/30/2021,AMZN Mktp US*2X0WG9C21,Shopping,Sale,-9.32,
05/28/2021,05/30/2021,Amazon.com*2X63N2C41,Shopping,Sale,-10.59,
05/28/2021,05/30/2021,Amazon.com*2R8CS2532,Shopping,Sale,-10.57,
05/27/2021,05/28/2021,AMZN Mktp US*2R4BP1GV2,Shopping,Sale,-42.26,
05/27/2021,05/28/2021,Amazon.com*2R3A64GT2,Shopping,Sale,-16.99,
05/27/2021,05/28/2021,AMZN Mktp US*2R3J831R2,Shopping,Sale,-11.44,
05/26/2021,05/27/2021,AMZN Mktp US*2R6GY7UW1,Shopping,Sale,-16.95,
05/26/2021,05/27/2021,AMZN Mktp US*2R96I9VX0,Shopping,Sale,-45.46,
05/25/2021,05/26/2021,AMZN Mktp US*2R2ZC8TD2,Shopping,Sale,-13.34,
05/25/2021,05/26/2021,Amazon.com*2R1AK61K0,Shopping,Sale,-6.02,
05/24/2021,05/25/2021,AMZN Mktp US*2R1WH4NR2,Shopping,Sale,-14.30,
05/24/2021,05/25/2021,Amazon.com*2R9FC36C1,Shopping,Sale,-31.74,
05/24/2021,05/25/2021,AMZN Mktp US*2R01K66V1,Shopping,Sale,-21.19,
05/23/2021,05/24/2021,Amazon.com*2R33T64D2,Shopping,Sale,-19.81,
05/23/2021,05/24/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-126.03,
05/21/2021,05/23/2021,AMZN Mktp US*2R65C3CT2,Shopping,Sale,-15.87,
05/21/2021,05/23/2021,Amazon.com*2R8WQ2LO0,Shopping,Sale,-3.53,
05/21/2021,05/23/2021,Amazon.com*2R7WX2LA0,Shopping,Sale,-23.69,
05/21/2021,05/21/2021,Payment Thank You-Mobile,,Payment,5916.40,
05/19/2021,05/21/2021,Amazon.com*2L88Z4IH2,Shopping,Sale,-7.63,
05/19/2021,05/21/2021,AMZN Mktp US*2R2PX31V1,Shopping,Sale,-27.01,
05/19/2021,05/20/2021,Amazon.com*2R1EH40S1,Shopping,Sale,-4.39,
05/18/2021,05/19/2021,Amazon Tips*2L7407R70,Shopping,Sale,-3.00,
05/18/2021,05/19/2021,AMZN Mktp US*2L8N127Y2,Shopping,Sale,-26.24,
05/16/2021,05/18/2021,HILTON GARDEN INN,Travel,Sale,-596.25,
05/17/2021,05/18/2021,Amazon.com*2L0H979W0,Groceries,Sale,-98.75,
05/17/2021,05/18/2021,AMZN Mktp US*2L6YV8UQ0,Shopping,Sale,-29.38,
05/16/2021,05/17/2021,Amazon.com*2L5MS7KO0,Shopping,Sale,-32.85,
05/15/2021,05/16/2021,Amazon.com,Shopping,Return,31.79,
05/12/2021,05/13/2021,AMZN Mktp US*2L0EM6MR0,Shopping,Sale,-31.94,
05/12/2021,05/13/2021,Amazon.com*2L1QD17L1,Shopping,Sale,-33.53,
05/12/2021,05/13/2021,Amazon.com*2L0YI60T2,Shopping,Sale,-7.41,
05/11/2021,05/12/2021,Amazon.com*2L18O1G90,Shopping,Sale,-11.94,
05/11/2021,05/12/2021,AMZN Mktp US*2L5DG8AD2,Shopping,Sale,-12.71,
05/10/2021,05/11/2021,AMZN Mktp US*2L4H03671,Shopping,Sale,-21.17,
05/10/2021,05/11/2021,AMZN Mktp US*2L1HD83A2,Shopping,Sale,-23.31,
05/10/2021,05/11/2021,AMZN Mktp US*2L6ET4D91,Shopping,Sale,-23.81,
05/10/2021,05/11/2021,Amazon.com*2L1XD30U0,Shopping,Sale,-41.58,
05/10/2021,05/11/2021,AMZN Mktp US*2L7560SZ1,Shopping,Sale,-10.59,
05/09/2021,05/10/2021,Amazon.com*2L18P8AP0,Shopping,Sale,-31.79,
05/09/2021,05/10/2021,AMZN Mktp US*2L41498Z1,Shopping,Sale,-18.01,
05/09/2021,05/10/2021,IKEA COLLEGE PK REST,Food & Drink,Sale,-2.50,
05/08/2021,05/09/2021,Amazon.com*2L2TV05O1,Shopping,Sale,-7.69,
05/07/2021,05/09/2021,Amazon.com*RX08D3033,Groceries,Sale,-107.42,
05/08/2021,05/09/2021,Amazon Tips*F82Z74MK3,Shopping,Sale,-7.00,
05/07/2021,05/09/2021,AMZN Mktp US*VX00V4JL3,Shopping,Sale,-21.15,
05/06/2021,05/07/2021,Amazon.com*5J40P3GD3,Shopping,Sale,-6.87,
05/06/2021,05/07/2021,SQ *SEBASTIAN MOVING BALT,Home,Sale,-728.00,
05/06/2021,05/07/2021,Amazon.com*IX4LA2CE3,Shopping,Sale,-23.31,
05/06/2021,05/07/2021,Amazon.com*2L8P11GR1,Shopping,Sale,-16.00,
05/06/2021,05/07/2021,Amazon.com*CR7K722G3,Shopping,Sale,-10.59,
05/06/2021,05/07/2021,Amazon.com*5W4X24E33,Shopping,Sale,-6.88,
05/04/2021,05/06/2021,AMZN Mktp US*2L38O2AL1,Shopping,Sale,-21.41,
05/04/2021,05/05/2021,AMZN Mktp US*AN2G69D33,Shopping,Sale,-41.31,
05/04/2021,05/05/2021,Amazon.com*2L2GK6AU1,Shopping,Sale,-6.35,
05/04/2021,05/05/2021,Amazon.com*8O8YJ07F3,Shopping,Sale,-26.31,
05/04/2021,05/05/2021,AMZN Mktp US*4R64S1GW3,Shopping,Sale,-41.32,
05/04/2021,05/05/2021,AMZN Mktp US*NA9BO6LO3,Shopping,Sale,-34.82,
05/03/2021,05/04/2021,NMD MAID SERVICES,Shopping,Return,83.80,
05/03/2021,05/04/2021,Amazon.com*2L6UQ8JJ1,Shopping,Sale,-47.69,
05/02/2021,05/04/2021,Amazon.com*ZU54S6TV3,Shopping,Sale,-37.09,
05/02/2021,05/03/2021,Amazon.com*QQ2K57OU3,Shopping,Sale,-10.59,
05/02/2021,05/03/2021,Amazon.com*ZU5M844F3,Shopping,Sale,-21.71,
05/02/2021,05/03/2021,Amazon.com*1E7RY6ET3,Shopping,Sale,-21.19,
05/02/2021,05/03/2021,AMZN Mktp US*AP9WS2WR3,Shopping,Sale,-12.71,
04/30/2021,05/02/2021,AMZN Mktp US*N59YR9V73,Shopping,Sale,-85.89,
04/30/2021,05/02/2021,AMZN Mktp US*MF93N1WQ3,Shopping,Sale,-12.63,
04/30/2021,05/02/2021,AMZN Mktp US*R22QG2ZN3,Shopping,Sale,-124.29,
05/01/2021,05/02/2021,Amazon.com*ID6K38FY3,Shopping,Sale,-15.89,
05/01/2021,05/02/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-102.36,
04/30/2021,05/02/2021,AMZN Mktp US*W962O2UR3,Shopping,Sale,-17.96,
04/30/2021,05/02/2021,AMZN Mktp US*LD9JB7ZF3,Shopping,Sale,-8.45,
04/30/2021,05/02/2021,ALEXA SKILLS*0M8YM07P3 AM,Shopping,Sale,-0.85,
04/29/2021,04/30/2021,AMZN Mktp US*YT35U47G3,Shopping,Sale,-45.04,
04/29/2021,04/30/2021,AMZN Mktp US*4G41H4OR3,Shopping,Sale,-85.58,
04/29/2021,04/30/2021,Amazon.com*OT0ZA3KC3,Shopping,Sale,-12.70,
04/29/2021,04/30/2021,Amazon.com*M81JB1G33,Shopping,Sale,-21.19,
04/29/2021,04/30/2021,AMZN Mktp US*G70TF3JJ3,Shopping,Sale,-24.37,
04/28/2021,04/29/2021,Amazon.com*NI8B02WR3,Shopping,Sale,-362.93,
04/28/2021,04/29/2021,Amazon.com*E35ME7H33,Shopping,Sale,-127.18,
04/29/2021,04/29/2021,NMD MAID SERVICES,Shopping,Sale,-277.20,
04/28/2021,04/29/2021,AMZN Mktp US*PZ22P5P63,Shopping,Sale,-29.66,
04/28/2021,04/28/2021,NMD MAID SERVICES,Shopping,Sale,-419.00,
04/27/2021,04/28/2021,AMZN Mktp US*JP3PO8UF3,Shopping,Sale,-46.31,
04/27/2021,04/28/2021,AMZN Mktp US*ID6S98OZ3,Shopping,Sale,-127.19,
04/27/2021,04/28/2021,AMZN Mktp US*7W7S03J83,Shopping,Sale,-72.01,
04/27/2021,04/28/2021,AMZN Mktp US*2K9NL1HT3,Shopping,Sale,-39.20,
04/27/2021,04/28/2021,AMZN Mktp US*E202J5WB3,Shopping,Sale,-86.86,
04/27/2021,04/28/2021,AMZN Mktp US*YE73P3WM3,Shopping,Sale,-228.93,
04/27/2021,04/28/2021,AMZ*Caraway Home,Home,Sale,-418.70,
04/26/2021,04/27/2021,Amazon.com*460B88XH3,Shopping,Sale,-23.39,
04/26/2021,04/27/2021,AMZN Mktp US*SH79Y5EH3,Shopping,Sale,-192.58,
04/26/2021,04/27/2021,AMZN Mktp US*YM9NX1RC3,Shopping,Sale,-217.69,
04/26/2021,04/27/2021,AMZN Mktp US*3J4KU6XJ3,Shopping,Sale,-15.89,
04/26/2021,04/27/2021,AMZN Mktp US*4G5N223J3,Shopping,Sale,-84.79,
04/23/2021,04/25/2021,Amazon.com*HA09394B3,Shopping,Sale,-211.66,
04/23/2021,04/25/2021,AMZN Mktp US*MW77V1M93,Shopping,Sale,-113.66,
04/24/2021,04/25/2021,AMZN Mktp US*1L7KH9OC3,Shopping,Sale,-8.47,
04/24/2021,04/25/2021,AMZN Mktp US*YK9BA16S3,Shopping,Sale,-52.93,
04/22/2021,04/22/2021,Payment Thank You-Mobile,,Payment,530.99,
04/19/2021,04/20/2021,Amazon.com*J11O75273,Shopping,Sale,-9.51,
04/18/2021,04/19/2021,Amazon.com*2D2ZY8V13,Shopping,Sale,-22.13,
04/14/2021,04/15/2021,Amazon.com*6O3498SC3,Shopping,Sale,-8.07,
04/14/2021,04/15/2021,Amazon.com*SX9KQ5N23,Shopping,Sale,-20.13,
04/14/2021,04/15/2021,AMZN Mktp US*9B6OF6EA3,Shopping,Sale,-7.41,
04/12/2021,04/12/2021,REDEMPTION CREDIT,Fees & Adjustments,Adjustment,150.00,
04/08/2021,04/11/2021,EXXONMOBIL    47860671,Gas,Sale,-3.17,
04/08/2021,04/09/2021,DOORDASH*TOUS LES JOUR,Food & Drink,Sale,-62.83,
04/08/2021,04/08/2021,DOORDASH*BLOWFISH POKE,Food & Drink,Sale,-43.68,
04/07/2021,04/08/2021,BOULANGERIE CHRISTOPHE,Food & Drink,Sale,-52.00,
04/05/2021,04/07/2021,Amazon.com*GF3UM1NK3,Shopping,Sale,-14.98,
04/05/2021,04/06/2021,AMZN Mktp US*2O8SE12B2,Shopping,Sale,-26.92,
04/05/2021,04/06/2021,Amazon.com*1G6DR7TZ3,Shopping,Sale,-51.71,
04/05/2021,04/06/2021,Amazon.com*7E9EQ7OW3,Shopping,Sale,-17.54,
03/31/2021,04/02/2021,Amazon Digit*BN6N29KT3,Shopping,Sale,-0.85,
04/01/2021,04/02/2021,AMZN Mktp US*2O8UL19W1,Shopping,Sale,-29.96,
03/31/2021,04/01/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-165.38,
03/29/2021,03/30/2021,AMZN Mktp US*PT00I3FG3,Shopping,Sale,-11.22,
03/29/2021,03/30/2021,Amazon.com*Z200A2NC3,Shopping,Sale,-8.07,
03/27/2021,03/29/2021,Amazon.com*IV6AP50O3,Shopping,Sale,-16.89,
03/28/2021,03/28/2021,DOORDASH*ROYAL FARMS,Food & Drink,Sale,-27.93,
03/27/2021,03/28/2021,DOMOISHI.,Food & Drink,Sale,-28.41,
03/27/2021,03/28/2021,SQ *SUNDAY MORNING BAKEHO,Food & Drink,Sale,-15.63,
03/24/2021,03/26/2021,Amazon.com*2O8QR13G0,Shopping,Sale,-26.35,
03/22/2021,03/22/2021,Payment Thank You-Mobile,,Payment,657.47,
03/21/2021,03/22/2021,AMZN Mktp US*D30IP44N3,Shopping,Sale,-10.22,
03/20/2021,03/21/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-104.45,
03/19/2021,03/21/2021,Amazon.com*441951Z43,Shopping,Sale,-21.71,
03/12/2021,03/14/2021,Amazon.com*SF3Q01UO3,Shopping,Sale,-32.85,
03/14/2021,03/14/2021,Amazon.com*P52J89FD3,Shopping,Sale,-45.09,
03/12/2021,03/14/2021,Amazon.com*6Y00T3OP3,Shopping,Sale,-8.07,
03/09/2021,03/09/2021,Amazon.com*IY40X7WR3,Shopping,Sale,-36.51,
03/07/2021,03/08/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-144.42,
03/06/2021,03/08/2021,PHO DAT THANH,Food & Drink,Sale,-41.50,
03/05/2021,03/07/2021,AKIRA RAME* AKIRA RAME,Food & Drink,Sale,-46.64,
03/03/2021,03/04/2021,Amazon.com*AF4NO68T3,Shopping,Sale,-10.11,
03/03/2021,03/04/2021,Amazon.com*VO6VL0MP3,Shopping,Sale,-15.89,
03/03/2021,03/04/2021,AMZN Mktp US*2H6OW0NW3,Shopping,Sale,-6.99,
03/03/2021,03/04/2021,AMZN Mktp US*VX6Z23133,Shopping,Sale,-20.56,
03/02/2021,03/03/2021,Amazon.com*ZY1841BT3,Shopping,Sale,-8.07,
02/28/2021,03/01/2021,AMZN Mktp US*WG3BD0GY3,Shopping,Sale,-26.49,
02/27/2021,03/01/2021,AN LOI,Food & Drink,Sale,-36.00,
02/25/2021,02/26/2021,AMZN Mktp US*6R12U0EK3,Shopping,Sale,-12.55,
02/24/2021,02/24/2021,Amazon.com*HK3RJ6693,Shopping,Sale,-17.86,
02/23/2021,02/24/2021,Amazon.com*108ER9493,Shopping,Sale,-21.71,
02/22/2021,02/22/2021,Payment Thank You-Mobile,,Payment,991.01,
02/20/2021,02/21/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-149.69,
02/17/2021,02/18/2021,AMZN Mktp US*5939L2KP3,Shopping,Sale,-12.82,
02/17/2021,02/18/2021,AMZN Mktp US,Shopping,Return,33.91,
02/15/2021,02/16/2021,AMZN Mktp US*W980G0JT3,Shopping,Sale,-39.97,
02/14/2021,02/15/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-59.76,
02/12/2021,02/14/2021,HOT POT HERO,Groceries,Sale,-12.99,
02/11/2021,02/12/2021,AMZN Mktp US*B737J8RZ3,Shopping,Sale,-42.98,
02/11/2021,02/12/2021,Amazon.com*Q07BF5MC3,Shopping,Sale,-15.49,
02/09/2021,02/10/2021,AMZN Mktp US*ZF4441RB3,Shopping,Sale,-18.84,
02/08/2021,02/08/2021,AMZN Mktp US*B94LL2TE3,Shopping,Sale,-18.77,
02/07/2021,02/08/2021,Prime Video*FA4NP0NJ3,Shopping,Sale,-3.99,
02/06/2021,02/07/2021,BP#9313669SEVEN CORNER B,Gas,Sale,-47.16,
02/05/2021,02/07/2021,AMZN Mktp US*C35GZ0X13,Shopping,Sale,-8.50,
02/05/2021,02/07/2021,AMZN Mktp US*Q63IH8753,Shopping,Sale,-9.81,
02/04/2021,02/05/2021,Amazon.com*VB1FD2Y53,Shopping,Sale,-7.94,
02/03/2021,02/04/2021,AMZN Mktp US*2P2BN6I03,Shopping,Sale,-33.91,
02/02/2021,02/03/2021,Amazon.com*4D2HG4WC3,Shopping,Sale,-21.71,
02/02/2021,02/03/2021,Amazon.com*9Y9UT1Y43,Shopping,Sale,-11.67,
02/02/2021,02/03/2021,Amazon.com*2J59B69A3,Shopping,Sale,-14.00,
01/30/2021,02/01/2021,Amazon.com*CS6C04903,Shopping,Sale,-31.55,
01/28/2021,01/31/2021,PASTA BLITZ,Food & Drink,Sale,-31.74,
01/30/2021,01/31/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-32.24,
01/30/2021,01/31/2021,Amazon.com*AR08S6NM3,Shopping,Sale,-4.94,
01/29/2021,01/31/2021,AMZN Mktp US*6M92A5A43,Shopping,Sale,-20.13,
01/30/2021,01/31/2021,AMZN Mktp US*SG3BF50E3,Shopping,Sale,-37.09,
01/29/2021,01/31/2021,Amazon.com*P73WY1SM3,Shopping,Sale,-13.76,
01/29/2021,01/31/2021,AMZN Mktp US*HU91W82M3,Shopping,Sale,-12.71,
01/29/2021,01/29/2021,Amazon.com*WZ10N5D93,Shopping,Sale,-25.89,
01/28/2021,01/29/2021,Amazon.com*V52ES1L43,Shopping,Sale,-58.64,
01/23/2021,01/24/2021,H MART - ELLICOTT CITY,Groceries,Sale,-198.44,
01/22/2021,01/24/2021,Amazon.com*8Y3A69843,Shopping,Sale,-27.79,
01/22/2021,01/22/2021,Payment Thank You-Mobile,,Payment,1231.12,
01/20/2021,01/21/2021,Amazon.com*2M2U191T3,Shopping,Sale,-19.53,
01/19/2021,01/20/2021,Amazon.com*3G7LD41J3,Shopping,Sale,-19.66,
01/18/2021,01/18/2021,AMZN Mktp US*5W8Y28U23,Shopping,Sale,-10.95,
01/17/2021,01/18/2021,SQ *RUSTIQ BAKERY &amp; CAFE,Food & Drink,Sale,-19.82,
01/18/2021,01/18/2021,Amazon.com*930UT8SW3,Shopping,Sale,-8.98,
01/16/2021,01/17/2021,WHOLEFDS KMQ #10499,Groceries,Sale,-61.63,
01/16/2021,01/17/2021,AMZN Mktp US*PN4UR04K3,Shopping,Sale,-6.35,
01/15/2021,01/17/2021,Amazon.com*WZ0HV5KH3,Shopping,Sale,-13.29,
01/15/2021,01/17/2021,TEA-DO,Food & Drink,Sale,-25.65,
01/14/2021,01/15/2021,AMZN Mktp US*Z78S640M3,Shopping,Sale,-24.16,
01/13/2021,01/14/2021,Amazon.com*LP9A34ZD3,Shopping,Sale,-21.71,
01/13/2021,01/13/2021,Amazon Prime*7832O1UZ3,Bills & Utilities,Sale,-119.00,
01/12/2021,01/13/2021,Amazon.com*QB8E941V3,Shopping,Sale,-32.85,
01/10/2021,01/12/2021,SUPREME HOT POT,Food & Drink,Sale,-141.90,
01/12/2021,01/12/2021,Amazon.com*DK0396ZG3,Shopping,Sale,-14.88,
01/10/2021,01/11/2021,AMZN Mktp US*041NW3NL3,Shopping,Sale,-9.53,
01/10/2021,01/11/2021,Amazon.com*FA5TG3KD3,Shopping,Sale,-18.87,
01/10/2021,01/11/2021,Amazon.com*JH13R40J3,Shopping,Sale,-26.49,
01/09/2021,01/10/2021,H MART - ELLICOTT CITY,Groceries,Sale,-205.68,
01/08/2021,01/10/2021,AMZN Mktp US*LU2AZ8PB3,Shopping,Sale,-13.99,
01/08/2021,01/10/2021,Amazon.com*HC5U62RG3,Shopping,Sale,-7.41,
